5517,2908,1414542038.25538
5517,5424,1414542266.86971
2006,5704,1414543340.06351
4521,5704,1414549801.17027
4378,5704,1414553735.40124
5707,4262,1414611013.81895
4406,5704,1414616984.08285
5517,2751,1414622265.87646
2751,5411,1414624430.76034
5695,5003,1414709222.44179
5707,23,1414778955.51504
1942,4406,1414783454.31295
2751,5708,1414815869.79923
3469,4434,1414847190.71009
3891,1726,1414861115.24719
477,4521,1414904421.04946
23,5709,1415031066.99233
3724,66,1415032507.12797
4827,5541,1415053465.23775
1990,66,1415053868.48324
3607,5541,1415053948.07632
4201,5344,1415057380.6544
3242,66,1415060227.22944
5255,5427,1415068095.63331
5465,4169,1415077289.45224
5517,5710,1415110155.05804
1308,5517,1415113250.89124
5465,66,1415125270.14684
1346,16,1415126014.38797
3617,5711,1415160416.19004
5424,5531,1415186972.71952
4494,5680,1415217743.72823
1589,4406,1415217881.88179
4169,1990,1415226809.60435
4089,1589,1415233557.45538
5512,5712,1415261527.40596
5512,5424,1415261910.75996
5542,1899,1415277988.51727
4406,5379,1415324218.35146
5510,5713,1415355022.39816
4071,5714,1415368234.85868
5386,5715,1415399452.92471
3348,5141,1415475200.27157
5427,498,1415485875.98218
4169,2551,1415492431.04412
2569,5141,1415494022.50264
2238,3704,1415569629.82701
5535,3859,1415608419.77973
967,4395,1415650571.19386
3622,5716,1415706019.80351
5716,5580,1415721658.35738
5698,424,1415721696.93037
5141,4818,1415729377.01044
4406,4466,1415762659.5579
4406,4393,1415765204.43232
5411,3,1415789728.44019
5411,1678,1415789761.50729
5411,3561,1415790298.67738
5411,1468,1415790316.26475
1308,5716,1415889404.85258
5141,2652,1415900837.74021
4818,3347,1415901904.07964
4521,3995,1415902293.29586
3891,2006,1415904459.11751
60,23,1415917361.00801
4581,4773,1415917361.78618
23,5717,1415986896.42521
60,5718,1416018176.57436
5386,5411,1416071731.1867
3347,4427,1416075025.65166
1308,0,1416082731.48426
3347,5563,1416144941.03858
1294,5719,1416172240.71077
3347,1294,1416172247.30283
5720,5580,1416176156.99214
3622,5512,1416227442.78141
4494,5704,1416242321.56621
5518,5712,1416253053.63696
60,3891,1416264750.93253
4521,4827,1416279591.11756
1594,477,1416373947.4096
23,5702,1416383329.85088
5563,2073,1416444352.65675
4089,5704,1416522040.59613
1990,4179,1416524839.50396
3406,4521,1416527838.46335
3622,5721,1416541450.93106
5721,5580,1416541524.23931
5563,5722,1416563039.49733
3347,1594,1416585872.30395
5424,5518,1416620836.71262
5424,5683,1416621016.99495
5723,5724,1416690805.67128
5047,66,1416705694.08128
4183,4143,1416707452.73441
60,4240,1416717169.66087
4183,5595,1416720321.35529
3622,5720,1416791487.43531
5638,5725,1416802048.15673
4427,4089,1416859996.56109
5563,3891,1416926304.53181
5704,4071,1416934888.43448
23,5724,1416985756.60937
2569,5726,1416992755.73742
5726,2199,1416994823.14366
5726,5727,1417025818.47083
3561,5580,1417031266.78221
5141,5728,1417033844.67238
2247,3347,1417036703.74904
5141,5729,1417038155.40432
5729,23,1417038521.51863
5141,1778,1417044981.15314
3793,2863,1417064618.23929
1308,5449,1417080276.8795
3561,5449,1417080516.25829
3561,4395,1417080543.08686
1308,5636,1417080730.46076
1308,975,1417080890.06016
3775,5424,1417080916.09654
3347,2894,1417087552.37322
23,5730,1417094308.79422
5727,23,1417094532.08556
1308,1990,1417111352.49728
1468,1678,1417118799.78472
3347,66,1417121088.92199
3347,1778,1417126306.94993
2569,4466,1417225818.79982
4169,4465,1417293314.0328
5702,5727,1417305579.80116
4169,5702,1417309205.35274
66,4240,1417367432.26172
3561,5698,1417386097.22035
2928,4494,1417408095.09131
3724,145,1417411867.97373
1594,3242,1417447613.45061
5697,1308,1417453183.52551
1468,5698,1417455556.41195
1594,1468,1417458237.44466
4301,5141,1417474580.127
32,66,1417514277.7275
5707,1308,1417641444.39174
3618,2863,1417724423.74352
5707,3891,1417724639.88385
1308,5731,1417731002.3434
3618,60,1417734640.48808
2863,5732,1417834825.65673
1785,5733,1417895745.03417
1785,2299,1417945941.61984
1785,5734,1417946512.10147
1308,4668,1417958401.39434
3622,4668,1417958567.07952
2863,2569,1418001428.89356
3724,2006,1418060668.72979
3793,3724,1418087394.0595
2863,3630,1418097609.10881
3622,1294,1418128191.48292
66,23,1418150832.74292
2010,1894,1418151814.04192
3622,5735,1418155506.08287
5735,1308,1418155742.25293
4086,2199,1418158147.56406
3607,2869,1418163894.68366
4086,1990,1418164142.47603
3607,967,1418180034.22752
1308,967,1418180895.11717
3630,2778,1418185260.73462
4169,5724,1418190792.64736
1899,5736,1418198664.27335
66,5737,1418254888.36525
5735,5738,1418257882.62693
3406,4089,1418317637.62499
1990,945,1418428858.64066
3242,477,1418440206.0989
3704,945,1418519867.55479
1990,4439,1418520300.09241
424,3704,1418530311.96155
3891,5739,1418590674.87527
4403,23,1418667216.15963
60,66,1418673179.98064
3622,93,1418743482.81295
3550,4089,1418759590.28777
5695,93,1418763256.84212
1990,5740,1418779722.81591
3622,1154,1418829673.85316
1990,5466,1418857526.94921
477,1154,1418943429.57247
477,1796,1418943535.778
477,7,1418943969.1972
5003,93,1418957085.47401
5427,93,1418957296.32465
3348,1990,1419076983.37455
32,5741,1419192534.23765
32,1990,1419198075.66991
1990,498,1419285730.30106
3622,1990,1419290867.73969
5411,1990,1419291137.41826
5255,1990,1419291367.81462
5695,1990,1419291575.33566
23,5742,1419355667.9111
23,5743,1419355673.2037
1308,1272,1419363977.66712
3999,3618,1419386332.96905
4521,2583,1419405595.00032
4521,5744,1419409162.7856
1990,5745,1419441839.64072
4406,4316,1419535832.89651
3561,1799,1419544860.63113
967,2243,1419646630.77401
4406,5746,1419662105.60057
4406,5747,1419662144.28288
4406,5748,1419662565.825
4406,5749,1419662826.70344
4406,5750,1419662839.75629
5704,66,1419710963.33949
