0,1,1289241911.72836
0,2,1289241941.53378
3,4,1289243140.39049
5,6,1289245277.36975
7,8,1289254254.44746
7,9,1289254300.79514
10,2,1289362700.47913
1,11,1289370556.80938
1,12,1289370622.21473
11,3,1289441411.46365
11,9,1289441438.4426
11,13,1289441450.59006
11,6,1289441525.73831
14,6,1289442313.03711
14,15,1289489668.48486
9,3,1289555656.32898
9,0,1289555731.22217
9,13,1289555767.7095
9,16,1289555841.66508
9,1,1289555871.04233
9,6,1289555875.70958
5,17,1289641693.99029
2,3,1289660298.87048
0,5,1289770700.4293
1,5,1289771303.53929
14,18,1289836081.52099
14,7,1289873367.89538
7,19,1290088212.27332
14,12,1290108486.68868
5,20,1290197549.13082
21,0,1290300441.66925
7,3,1290520563.53596
10,22,1290644457.56157
21,3,1290666928.42163
3,22,1290750434.01249
22,7,1290758643.30207
0,10,1290826367.17211
3,14,1290969236.78019
3,20,1291052764.71454
23,0,1291056174.72596
24,25,1291157823.29216
23,3,1291159911.11891
13,3,1291315232.33698
10,19,1291376109.62385
3,12,1291505266.30993
25,26,1291515528.23159
27,28,1291578872.19781
27,10,1291590274.45619
27,26,1291591178.25959
15,29,1291623787.90955
24,30,1291684579.71178
31,3,1291740270.94728
7,10,1291757016.29721
19,32,1292070534.03952
19,33,1292085236.69986
28,34,1292189306.47485
28,35,1292193828.31273
3,35,1292196392.21474
10,6,1292200462.1576
24,36,1292206237.08404
24,11,1292297572.76433
10,24,1292361185.86524
10,34,1292442401.75654
10,37,1292447857.20632
5,38,1292795818.34165
27,11,1292819158.23834
5,39,1292823618.44624
39,12,1292823684.25402
39,1,1292823727.667
23,40,1292920838.87248
41,3,1292957157.40408
5,42,1293050723.00352
11,10,1293191604.74618
10,12,1293409870.96218
23,43,1293448472.81444
23,44,1293448479.2438
27,43,1293453341.91475
3,45,1293481238.15303
10,18,1293481688.78585
5,46,1293523499.48644
3,47,1293579274.01007
36,48,1293583961.4875
49,50,1293603105.36008
51,10,1293604543.59049
10,29,1293632316.69358
21,15,1293643257.60649
15,12,1293661055.82282
39,52,1293665840.7407
3,53,1293749573.83432
54,36,1293819840.40947
53,54,1293831460.95955
15,43,1293888120.91641
23,55,1293994479.85825
36,5,1294081163.014
3,49,1294083688.36895
43,18,1294126590.415
50,56,1294190542.60702
14,57,1294192094.04763
43,58,1294244410.4263
36,59,1294262869.27706
36,60,1294267264.64071
36,61,1294271217.57214
5,62,1294300030.22996
57,43,1294395970.3296
36,63,1294426072.97569
54,62,1294429932.32732
10,63,1294438542.46541
50,64,1294546375.24239
36,44,1294595719.20179
44,65,1294600321.90078
27,14,1294689381.25255
44,66,1294788721.90836
4,67,1294919858.69515
43,68,1294947596.86945
69,10,1294974057.98044
3,57,1294982042.23521
44,4,1294996843.91845
3,70,1295163873.99206
58,35,1295213497.49792
71,70,1295223074.80015
70,72,1295223955.11582
56,16,1295282631.45186
71,54,1295394666.14979
27,5,1295416559.00524
36,73,1295460035.88087
66,74,1295538196.77426
57,75,1295620829.44948
54,76,1295647515.55323
67,49,1295720115.42616
66,75,1295806593.89702
10,77,1295847189.68733
36,78,1295990232.96892
36,49,1295995414.74313
15,10,1296076062.49974
10,79,1296085723.47309
50,80,1296096741.77722
80,52,1296163310.87274
80,81,1296163344.67709
80,54,1296163403.15362
77,27,1296229412.30641
0,82,1296291457.0187
82,27,1296291483.02942
31,10,1296512060.00051
3,83,1296512102.9696
71,3,1296513427.30484
71,10,1296528583.06603
10,84,1296553673.17861
15,76,1296579082.73748
76,60,1296580101.4228
54,41,1296595302.62143
81,52,1296601381.26798
83,85,1296608630.85714
83,16,1296609273.32248
3,1,1296629343.62073
3,51,1296631215.11468
3,15,1296657671.10019
35,86,1296682612.84857
87,10,1296688733.36417
35,7,1296690713.9312
52,27,1296754197.20889
52,4,1296754335.65361
