0,1,1289192400.0
2,3,1289192400.0
4,5,1289192400.0
2,6,1289192400.0
7,5,1289365200.0
7,0,1289365200.0
7,8,1289365200.0
9,10,1289451600.0
3,7,1289538000.0
3,8,1289538000.0
3,0,1289538000.0
3,5,1289538000.0
3,4,1289538000.0
11,12,1289624400.0
5,12,1289710800.0
4,12,1289710800.0
9,13,1289797200.0
9,2,1289797200.0
14,2,1290056400.0
15,12,1290142800.0
16,4,1290229200.0
2,0,1290488400.0
16,0,1290661200.0
4,17,1290747600.0
15,0,1291006800.0
18,19,1291093200.0
9,0,1291179600.0
8,0,1291266000.0
20,18,1291438800.0
20,21,1291525200.0
21,17,1291525200.0
2,17,1291698000.0
22,21,1292043600.0
23,14,1292043600.0
24,14,1292043600.0
19,25,1292130000.0
19,7,1292216400.0
19,17,1292302800.0
14,17,1292648400.0
7,21,1292734800.0
12,26,1292734800.0
27,12,1292821200.0
27,5,1292821200.0
28,0,1292907600.0
7,17,1293166800.0
13,17,1293426000.0
29,30,1293426000.0
29,21,1293426000.0
16,10,1293598800.0
27,31,1293598800.0
32,17,1293598800.0
33,34,1293598800.0
35,0,1293685200.0
25,36,1293771600.0
35,36,1293771600.0
29,10,1293858000.0
25,12,1294030800.0
33,0,1294030800.0
29,13,1294117200.0
37,25,1294203600.0
38,29,1294203600.0
39,25,1294203600.0
40,41,1294549200.0
40,30,1294549200.0
40,25,1294549200.0
9,21,1294635600.0
40,42,1294722000.0
43,17,1294894800.0
44,29,1294894800.0
45,1,1294894800.0
40,1,1294981200.0
46,47,1295154000.0
47,0,1295154000.0
46,36,1295326800.0
21,12,1295413200.0
48,12,1295499600.0
49,36,1295586000.0
45,33,1295672400.0
50,17,1295845200.0
33,25,1295931600.0
10,17,1296018000.0
51,34,1296018000.0
52,17,1296018000.0
51,36,1296104400.0
51,31,1296104400.0
51,53,1296104400.0
50,21,1296190800.0
54,21,1296277200.0
4,54,1296277200.0
46,17,1296450000.0
46,0,1296450000.0
49,10,1296536400.0
49,39,1296536400.0
32,0,1296622800.0
55,17,1296709200.0
31,4,1296709200.0
31,13,1296709200.0
31,53,1296709200.0
31,21,1296709200.0
31,0,1296709200.0
31,1,1296709200.0
31,10,1296709200.0
34,25,1296795600.0
56,25,1296795600.0
57,58,1296882000.0
59,58,1296882000.0
58,10,1296882000.0
